Pricing Date,PGR-Share Price (Daily)(%),S&P United States BMI Insurance (Industry Group) Index-Index Value (Daily)(%),AFG-Share Price (Daily)(%),ALL-Share Price (Daily)(%),AFL-Share Price (Daily)(%),TRV-Share Price (Daily)(%),,,,,
11/11/2013,9.50,(3.99),56.11,(16.82),42.78,63.85,,,,,
11/8/2013,9.74,(4.15),56.11,(16.88),42.93,63.53,,,,,
11/7/2013,8.01,(6.24),54.36,(18.69),39.70,62.45,,,,,
11/6/2013,9.50,(5.59),56.45,(17.65),40.91,62.95,,,,,
11/5/2013,8.34,(5.99),55.75,(18.61),40.11,61.04,,,,,
11/4/2013,8.13,(5.66),56.53,(18.32),41.43,61.30,,,,,
11/1/2013,7.43,(6.19),56.14,(18.17),41.52,60.92,,,,,
10/31/2013,7.23,(5.38),56.67,(18.51),41.26,60.74,,,,,
10/30/2013,8.01,(4.63),58.12,(18.66),41.35,61.86,,,,,
10/29/2013,8.38,(4.10),57.81,(18.05),45.65,62.56,,,,,
10/28/2013,8.34,(5.03),56.70,(18.35),44.50,62.25,,,,,
10/25/2013,9.21,(5.02),54.97,(18.06),44.13,61.35,,,,,
10/24/2013,10.82,(5.14),54.47,(17.75),43.78,62.10,,,,,
10/23/2013,11.31,(5.51),54.11,(18.48),42.63,60.70,,,,,
10/22/2013,10.49,(4.54),55.11,(17.42),43.61,61.50,,,,,
10/21/2013,12.14,(4.83),54.30,(17.34),42.39,61.59,,,,,
10/18/2013,12.06,(4.76),54.33,(17.26),43.00,61.26,,,,,
10/17/2013,12.01,(5.19),53.44,(17.14),43.72,60.22,,,,,
10/16/2013,11.85,(5.92),51.74,(17.62),42.70,60.33,,,,,
10/15/2013,9.91,(7.72),49.43,(19.51),39.85,57.35,,,,,
10/14/2013,10.49,(7.14),50.79,(18.88),40.20,58.69,,,,,
10/11/2013,10.40,(7.56),49.82,(19.34),40.17,57.68,,,,,
10/10/2013,11.23,(8.31),49.01,(20.17),38.28,56.77,,,,,
10/9/2013,9.54,(10.72),46.39,(21.76),35.39,53.38,,,,,
10/8/2013,9.83,(10.66),47.70,(22.45),35.11,54.57,,,,,
10/7/2013,11.64,(9.44),49.79,(20.90),36.78,56.62,,,,,
10/4/2013,12.92,(8.44),51.55,(19.60),38.54,57.72,,,,,
10/3/2013,12.22,(9.51),50.32,(21.84),36.76,56.57,,,,,
10/2/2013,12.63,(8.71),51.46,(21.38),37.41,57.35,,,,,
10/1/2013,12.92,(8.71),52.24,(22.09),37.87,57.68,,,,,
9/30/2013,12.43,(9.27),50.54,(22.36),34.76,57.89,,,,,
9/27/2013,12.80,(8.75),51.04,(21.56),35.24,59.08,,,,,
9/26/2013,12.92,(8.30),50.74,(21.13),35.89,59.86,,,,,
9/25/2013,12.59,(8.24),50.40,(20.73),35.24,60.14,,,,,
9/24/2013,11.73,(8.77),49.57,(20.52),34.83,59.94,,,,,
9/23/2013,11.40,(8.86),48.84,(19.89),34.80,60.89,,,,,
9/20/2013,11.40,(8.48),50.01,(20.14),35.48,60.29,,,,,
9/19/2013,11.48,(8.44),50.07,(19.18),35.13,61.86,,,,,
9/18/2013,10.32,(7.88),50.88,(20.41),36.67,60.01,,,,,
9/17/2013,8.67,(8.25),50.01,(21.38),35.26,58.07,,,,,
9/16/2013,8.30,(8.95),49.18,(22.42),34.50,57.52,,,,,
9/13/2013,7.06,(9.78),48.71,(23.11),32.70,55.63,,,,,
9/12/2013,7.14,(9.91),48.34,(23.02),32.33,54.81,,,,,
9/11/2013,9.45,(9.36),48.79,(23.04),32.22,55.95,,,,,
9/10/2013,7.27,(9.83),48.01,(24.07),30.26,53.73,,,,,
9/9/2013,6.98,(10.74),46.67,(24.47),28.37,53.08,,,,,
9/6/2013,5.24,(12.10),44.70,(25.66),26.91,49.92,,,,,
9/5/2013,4.79,(11.70),44.61,(25.54),28.09,50.23,,,,,
9/4/2013,4.54,(11.75),44.67,(25.91),28.15,51.00,,,,,
9/3/2013,4.25,(12.60),44.17,(25.57),26.43,50.07,,,,,
9/2/2013,NA,(13.57),NA,NA,NA,NA,,,,,
8/30/2013,3.51,(13.57),43.50,(26.40),25.63,48.82,,,,,
8/29/2013,4.00,(13.02),44.81,(26.17),25.91,49.47,,,,,
8/28/2013,3.22,(13.28),44.75,(26.66),25.59,48.80,,,,,
8/27/2013,3.18,(13.48),44.39,(26.56),25.57,48.52,,,,,
8/26/2013,5.33,(11.47),45.98,(25.13),29.07,49.23,,,,,
8/23/2013,5.24,(11.04),45.92,(24.33),30.07,49.36,,,,,
8/22/2013,5.12,(10.83),45.45,(24.13),30.30,50.03,,,,,
8/21/2013,4.09,(11.87),43.69,(25.02),28.85,47.92,,,,,
8/20/2013,4.25,(11.31),44.44,(24.68),30.04,49.51,,,,,
8/19/2013,3.30,(11.89),43.78,(24.83),29.33,49.43,,,,,
8/16/2013,3.80,(10.94),44.61,(24.14),31.61,51.05,,,,,
8/15/2013,4.67,(11.19),43.97,(24.19),31.28,51.00,,,,,
8/14/2013,6.28,(9.83),45.98,(22.87),34.09,53.06,,,,,
8/13/2013,6.28,(9.51),46.14,(22.47),34.67,52.62,,,,,
8/12/2013,5.41,(10.01),45.47,(22.81),33.76,53.32,,,,,
8/9/2013,6.19,(9.74),45.86,(22.19),33.74,52.91,,,,,
8/8/2013,5.95,(9.46),45.17,(22.61),34.59,52.78,,,,,
8/7/2013,5.86,(9.93),44.56,(22.95),33.22,52.47,,,,,
8/6/2013,7.18,(9.31),45.81,(22.13),34.15,53.40,,,,,
8/5/2013,7.39,(8.52),46.95,(21.23),34.98,54.87,,,,,
8/2/2013,8.18,(8.26),48.01,(19.90),35.35,56.45,,,,,
8/1/2013,9.12,(8.30),48.32,(19.80),38.13,57.12,,,,,
7/31/2013,7.39,(10.32),43.94,(21.70),34.09,55.62,,,,,
7/30/2013,6.98,(10.41),44.08,(21.81),32.28,55.32,,,,,
7/29/2013,7.18,(10.08),43.72,(21.13),32.63,55.35,,,,,
7/26/2013,7.35,(9.56),45.59,(20.87),32.80,55.71,,,,,
7/25/2013,6.98,(9.85),45.59,(21.33),31.43,54.31,,,,,
7/24/2013,6.73,(10.29),44.83,(21.69),32.39,53.06,,,,,
7/23/2013,7.72,(9.50),46.31,(20.01),29.83,53.12,,,,,
7/22/2013,8.92,(8.53),47.03,(19.51),30.83,59.12,,,,,
7/19/2013,8.59,(9.09),45.59,(19.98),29.11,57.68,,,,,
7/18/2013,7.23,(9.02),45.56,(20.01),28.98,57.44,,,,,
7/17/2013,6.23,(9.89),43.83,(21.62),28.37,56.44,,,,,
7/16/2013,6.07,(10.22),43.66,(21.67),28.65,55.02,,,,,
7/15/2013,6.44,(9.91),43.89,(21.36),28.04,55.11,,,,,
7/12/2013,7.23,(9.88),43.64,(21.50),28.57,56.79,,,,,
7/11/2013,6.28,(10.51),42.36,(22.62),28.80,54.03,,,,,
7/10/2013,7.43,(11.47),42.47,(22.75),27.17,51.93,,,,,
7/9/2013,7.80,(11.14),42.36,(22.36),27.22,52.82,,,,,
7/8/2013,8.01,(11.83),40.27,(23.10),26.13,52.28,,,,,
7/5/2013,7.10,(12.31),39.21,(24.54),24.26,51.50,,,,,
7/4/2013,NA,(13.92),NA,NA,NA,NA,,,,,
7/3/2013,5.08,(13.92),36.95,(25.56),23.04,49.75,,,,,
7/2/2013,5.12,(13.67),37.57,(25.48),23.46,48.67,,,,,
7/1/2013,5.66,(13.22),38.10,(25.22),25.37,51.07,,,,,
6/28/2013,4.95,(14.10),36.20,(26.09),26.35,48.85,,,,,
6/27/2013,4.25,(13.83),35.70,(25.82),26.52,49.64,,,,,
6/26/2013,2.89,(14.78),33.75,(26.65),24.48,48.61,,,,,
6/25/2013,0.50,(15.68),33.33,(28.00),23.52,46.08,,,,,
6/24/2013,(0.50),(16.74),31.77,(28.43),21.04,45.00,,,,,
6/21/2013,1.36,(15.38),33.78,(27.46),23.17,47.27,,,,,
6/20/2013,1.61,(15.36),33.42,(28.47),23.80,48.59,,,,,
6/19/2013,3.26,(13.99),35.28,(27.74),24.65,53.25,,,,,
6/18/2013,4.46,(12.79),36.81,(26.79),25.59,56.62,,,,,
6/17/2013,3.30,(13.33),36.23,(27.17),25.17,55.02,,,,,
6/14/2013,1.98,(14.13),35.28,(28.01),25.02,53.01,,,,,
6/13/2013,2.52,(13.27),37.32,(27.18),24.91,54.22,,,,,
6/12/2013,1.78,(14.65),34.31,(27.78),21.91,51.70,,,,,
6/11/2013,1.78,(14.18),35.53,(27.43),22.63,52.88,,,,,
6/10/2013,2.31,(12.95),35.92,(27.35),23.48,55.15,,,,,
6/7/2013,2.35,(13.23),36.45,(27.11),23.98,55.41,,,,,
6/6/2013,1.07,(14.68),34.48,(28.60),22.98,52.24,,,,,
6/5/2013,1.28,(15.89),33.56,(29.57),19.98,53.18,,,,,
6/4/2013,3.30,(14.68),34.86,(28.31),21.33,56.12,,,,,
6/3/2013,3.80,(14.04),34.34,(27.09),22.61,56.01,,,,,
5/31/2013,5.24,(14.04),35.23,(25.91),21.07,55.93,,,,,
5/30/2013,6.44,(12.91),36.90,(25.00),22.87,57.50,,,,,
5/29/2013,6.81,(13.92),35.98,(25.43),21.07,55.84,,,,,
5/28/2013,7.18,(14.27),36.48,(25.02),19.80,55.00,,,,,
5/27/2013,NA,(15.03),NA,NA,NA,NA,,,,,
5/24/2013,6.56,(15.03),35.14,(25.16),19.46,55.71,,,,,
5/23/2013,6.65,(14.87),35.20,(25.11),19.70,55.52,,,,,
5/22/2013,6.85,(14.68),35.84,(25.07),20.28,56.03,,,,,
5/21/2013,7.89,(13.89),36.42,(24.62),21.39,55.76,,,,,
5/20/2013,8.18,(13.49),37.12,(23.51),20.83,59.34,,,,,
5/17/2013,8.13,(13.29),38.01,(23.21),20.09,61.11,,,,,
5/16/2013,8.01,(13.89),37.79,(22.96),18.09,61.80,,,,,
5/15/2013,8.67,(13.02),38.32,(22.19),19.15,63.49,,,,,
5/14/2013,7.72,(13.25),38.23,(22.65),18.61,63.72,,,,,
5/13/2013,6.11,(14.48),37.06,(24.13),17.04,61.11,,,,,
5/10/2013,6.19,(14.71),35.84,(24.14),17.28,61.09,,,,,
5/9/2013,5.62,(15.02),35.12,(24.08),19.24,61.04,,,,,
5/8/2013,5.70,(14.45),36.37,(23.68),21.54,62.56,,,,,
5/7/2013,4.95,(15.05),35.87,(24.27),20.39,60.22,,,,,
5/6/2013,4.38,(15.21),34.53,(24.59),20.89,58.89,,,,,
5/3/2013,3.43,(16.05),34.09,(25.22),20.35,59.08,,,,,
5/2/2013,3.72,(17.33),32.61,(25.89),19.43,57.24,,,,,
5/1/2013,3.59,(18.32),32.64,(25.66),18.22,56.64,,,,,
4/30/2013,4.42,(17.72),34.42,(24.34),18.35,59.08,,,,,
4/29/2013,4.21,(17.96),33.44,(24.36),17.48,59.21,,,,,
4/26/2013,4.00,(18.28),33.36,(24.60),15.65,58.60,,,,,
4/25/2013,4.87,(17.63),33.25,(23.93),14.28,58.82,,,,,
4/24/2013,4.58,(18.08),33.44,(23.67),12.09,59.92,,,,,
4/23/2013,4.50,(18.62),32.53,(23.51),10.15,60.83,,,,,
4/22/2013,3.01,(20.30),30.99,(24.73),8.09,57.53,,,,,
4/19/2013,2.15,(20.27),31.50,(24.79),7.37,57.96,,,,,
4/18/2013,1.03,(21.35),29.71,(25.60),6.30,56.64,,,,,
4/17/2013,1.90,(20.30),30.66,(24.64),6.87,58.45,,,,,
4/16/2013,3.18,(19.03),32.47,(23.97),9.15,61.20,,,,,
4/15/2013,2.97,(20.56),30.21,(24.60),6.46,57.78,,,,,
4/12/2013,5.66,(18.46),33.14,(22.67),8.93,60.66,,,,,
4/11/2013,6.19,(18.30),33.67,(22.78),8.28,60.29,,,,,
4/10/2013,4.95,(18.78),33.50,(23.62),9.15,57.96,,,,,
4/9/2013,6.36,(19.59),32.39,(23.62),8.15,58.82,,,,,
4/8/2013,5.82,(19.67),32.00,(23.04),7.83,57.81,,,,,
4/5/2013,4.75,(20.51),31.91,(24.25),7.59,57.22,,,,,
4/4/2013,4.54,(20.00),32.66,(23.96),11.96,57.09,,,,,
4/3/2013,4.58,(20.32),31.11,(24.16),14.57,55.93,,,,,
4/2/2013,5.16,(19.32),31.94,(23.50),15.00,57.22,,,,,
4/1/2013,4.50,(20.06),31.69,(24.31),13.37,56.36,,,,,
3/29/2013,NA,(19.59),NA,NA,NA,NA,,,,,
3/28/2013,4.34,(19.59),31.94,(24.64),13.09,56.81,,,,,
3/27/2013,3.22,(20.16),31.66,(25.25),12.85,55.28,,,,,
3/26/2013,3.14,(19.89),31.08,(25.28),14.11,55.26,,,,,
3/25/2013,2.60,(20.60),30.77,(25.54),12.00,55.28,,,,,
3/22/2013,2.68,(20.47),31.30,(25.94),12.72,55.88,,,,,
3/21/2013,2.56,(20.93),31.16,(26.59),11.00,55.99,,,,,
3/20/2013,2.93,(20.40),31.77,(26.39),10.26,56.16,,,,,
3/19/2013,2.97,(20.83),30.44,(26.83),8.28,54.95,,,,,
3/18/2013,2.93,(20.68),29.96,(26.49),9.17,53.72,,,,,
3/15/2013,3.76,(20.06),30.05,(26.31),11.04,53.25,,,,,
3/14/2013,4.79,(19.73),29.96,(25.97),10.13,53.40,,,,,
3/13/2013,4.50,(20.18),28.24,(26.39),10.09,52.95,,,,,
3/12/2013,2.81,(20.52),26.73,(26.72),10.33,52.24,,,,,
3/11/2013,2.89,(20.20),25.31,(26.66),10.98,52.26,,,,,
3/8/2013,2.56,(20.61),25.09,(27.17),9.00,52.08,,,,,
3/7/2013,2.39,(21.24),24.64,(27.37),12.11,51.24,,,,,
3/6/2013,2.15,(21.57),24.42,(27.31),11.09,51.00,,,,,
3/5/2013,1.78,(21.78),24.14,(27.49),10.89,51.72,,,,,
3/4/2013,1.24,(22.61),23.67,(28.52),9.15,49.97,,,,,
3/1/2013,0.83,(22.83),22.67,(28.81),9.11,50.29,,,,,
2/28/2013,0.58,(22.84),22.42,(29.32),8.59,49.79,,,,,
2/27/2013,1.32,(23.02),22.47,(29.27),8.54,50.46,,,,,
2/26/2013,0.33,(24.19),21.64,(30.03),6.11,49.08,,,,,
2/25/2013,(0.66),(24.63),20.75,(30.33),6.26,47.61,,,,,
2/22/2013,2.06,(22.65),23.92,(28.21),8.85,50.88,,,,,
2/21/2013,1.07,(23.55),22.58,(28.63),7.78,49.71,,,,,
2/20/2013,0.33,(23.41),22.19,(28.72),8.30,49.21,,,,,
2/19/2013,1.11,(22.45),23.70,(28.21),7.67,50.12,,,,,
2/18/2013,NA,(23.19),NA,NA,NA,NA,,,,,
2/15/2013,(0.12),(23.19),22.19,(29.58),7.26,49.73,,,,,
2/14/2013,(0.91),(23.17),22.11,(29.53),6.15,49.64,,,,,
2/13/2013,1.11,(23.31),21.78,(29.53),5.76,48.98,,,,,
2/12/2013,(1.94),(23.62),21.41,(29.95),7.61,48.82,,,,,
2/11/2013,(2.73),(23.73),20.38,(30.50),9.26,47.53,,,,,
2/8/2013,(3.22),(23.86),20.25,(30.67),9.46,46.88,,,,,
2/7/2013,(4.21),(24.15),19.52,(30.79),9.09,47.36,,,,,
2/6/2013,(4.38),(23.77),20.27,(31.95),11.26,47.07,,,,,
2/5/2013,(5.24),(23.87),19.10,(31.95),16.28,46.49,,,,,
2/4/2013,(6.36),(24.67),18.35,(32.53),14.89,45.28,,,,,
2/1/2013,(6.36),(23.60),19.47,(31.13),15.35,48.80,,,,,
1/31/2013,(7.14),(24.57),18.52,(32.58),15.35,46.14,,,,,
1/30/2013,(7.27),(24.89),18.52,(32.10),14.04,44.50,,,,,
1/29/2013,(6.98),(24.55),19.44,(32.70),15.98,44.92,,,,,
1/28/2013,(7.18),(24.89),19.47,(33.14),15.20,44.07,,,,,
1/25/2013,(6.56),(24.71),19.19,(32.56),16.26,45.93,,,,,
1/24/2013,(6.44),(24.97),18.55,(33.08),16.54,45.45,,,,,
1/23/2013,(6.61),(25.16),18.27,(32.68),15.50,44.61,,,,,
1/22/2013,(5.24),(25.31),18.35,(32.11),14.43,45.19,,,,,
1/21/2013,NA,(26.48),NA,NA,NA,NA,,,,,
1/18/2013,(6.19),(26.48),16.43,(33.64),11.89,42.13,,,,,
1/17/2013,(6.69),(26.51),16.01,(33.82),11.83,41.37,,,,,
1/16/2013,(6.73),(26.76),15.68,(34.30),12.20,40.72,,,,,
1/15/2013,(6.48),(26.64),15.73,(34.10),15.28,40.73,,,,,
1/14/2013,(6.90),(26.69),15.76,(34.07),15.11,39.60,,,,,
1/11/2013,(7.76),(26.85),15.34,(34.02),15.07,39.41,,,,,
1/10/2013,(7.60),(26.66),15.32,(34.60),16.02,38.67,,,,,
1/9/2013,(9.17),(27.49),14.59,(35.14),14.13,37.72,,,,,
1/8/2013,(9.25),(27.70),12.95,(35.75),14.00,36.32,,,,,
1/7/2013,(9.08),(27.62),13.17,(35.89),12.70,36.08,,,,,
1/4/2013,(8.05),(27.09),13.73,(35.19),13.13,37.94,,,,,
1/3/2013,(9.04),(27.58),12.06,(36.14),14.57,36.75,,,,,
1/2/2013,(10.45),(27.74),11.31,(36.78),17.54,35.70,,,,,
1/1/2013,NA,(29.97),NA,NA,NA,NA,,,,,
12/31/2012,(12.88),(29.97),10.05,(38.30),15.48,33.77,,,,,
12/28/2012,(13.91),(30.90),9.11,(38.78),13.59,32.69,,,,,
12/27/2012,(13.42),(30.35),9.38,(38.37),15.24,33.77,,,,,
12/26/2012,(12.39),(30.13),9.86,(38.15),16.30,34.61,,,,,
12/25/2012,NA,(29.93),NA,NA,NA,NA,,,,,
12/24/2012,(12.35),(29.93),10.03,(38.06),16.91,34.77,,,,,
12/21/2012,(12.47),(29.95),10.00,(38.09),16.98,35.63,,,,,
12/20/2012,(11.15),(28.99),10.69,(36.85),18.91,37.49,,,,,
12/19/2012,(11.68),(29.59),10.05,(37.32),18.22,36.77,,,,,
12/18/2012,(11.44),(29.28),10.50,(36.49),18.76,38.44,,,,,
12/17/2012,(12.18),(29.87),10.50,(37.35),17.59,38.18,,,,,
12/14/2012,(13.34),(30.79),9.61,(38.29),15.72,36.65,,,,,
12/13/2012,(12.63),(30.27),10.55,(37.26),16.13,36.39,,,,,
12/12/2012,(11.56),(29.74),11.42,(36.78),17.80,36.54,,,,,
12/11/2012,(11.31),(30.16),11.00,(36.89),17.59,36.77,,,,,
12/10/2012,(10.57),(30.45),11.97,(36.42),16.46,36.60,,,,,
12/7/2012,(11.31),(30.33),11.42,(36.29),16.48,36.69,,,,,
12/6/2012,(11.52),(30.45),11.31,(36.74),16.96,36.25,,,,,
12/5/2012,(11.11),(30.26),11.03,(36.57),16.48,37.83,,,,,
12/4/2012,(12.76),(30.97),9.61,(37.67),14.28,31.37,,,,,
12/3/2012,(12.63),(30.90),9.80,(37.81),14.67,32.15,,,,,
11/30/2012,(12.26),(30.71),10.41,(37.83),15.20,31.91,,,,,
11/29/2012,(10.86),(30.80),10.16,(37.58),14.50,32.58,,,,,
11/28/2012,(11.73),(31.07),8.88,(37.60),13.02,32.17,,,,,
11/27/2012,(11.68),(31.40),8.58,(37.92),11.98,31.92,,,,,
11/26/2012,(10.53),(30.94),9.44,(37.87),12.72,31.98,,,,,
11/23/2012,(9.91),(30.78),9.44,(37.43),12.80,32.74,,,,,
11/22/2012,NA,(31.52),NA,NA,NA,NA,,,,,
11/21/2012,(10.86),(31.52),7.99,(38.63),11.37,30.79,,,,,
11/20/2012,(10.82),(32.00),7.80,(38.44),10.78,29.71,,,,,
11/19/2012,(11.35),(32.23),7.13,(39.06),11.83,29.52,,,,,
11/16/2012,(6.90),(33.04),4.90,(40.22),9.59,27.86,,,,,
11/15/2012,(8.22),(33.50),4.01,(41.21),9.00,27.25,,,,,
11/14/2012,(7.68),(33.84),4.09,(41.12),7.91,26.78,,,,,
11/13/2012,(8.30),(33.11),5.63,(41.50),8.76,27.08,,,,,
11/12/2012,(8.09),(32.83),6.49,(40.79),8.35,27.45,,,,,
11/9/2012,(7.72),(32.66),7.27,(40.52),7.87,28.48,,,,,
11/8/2012,(8.79),(32.99),6.63,(40.59),8.09,28.52,,,,,
11/7/2012,(8.79),(32.37),5.96,(40.61),9.74,27.98,,,,,
11/6/2012,(7.47),(30.55),8.41,(39.72),13.46,30.69,,,,,
11/5/2012,(8.38),(31.30),7.41,(40.59),11.28,28.72,,,,,
11/2/2012,(8.88),(31.39),7.41,(40.78),10.07,29.67,,,,,
11/1/2012,(7.56),(30.27),8.83,(40.02),10.74,30.81,,,,,
10/31/2012,(7.93),(30.76),8.05,(38.60),8.22,32.13,,,,,
10/30/2012,NA,(30.65),NA,NA,NA,NA,,,,,
10/29/2012,NA,(30.65),NA,NA,NA,NA,,,,,
10/26/2012,(6.77),(30.65),7.77,(38.34),7.78,33.28,,,,,
10/25/2012,(6.73),(30.17),7.13,(37.78),8.76,34.33,,,,,
10/24/2012,(6.07),(30.43),7.10,(36.77),7.48,36.30,,,,,
10/23/2012,(6.28),(30.37),7.13,(36.58),7.96,36.67,,,,,
10/22/2012,(5.86),(29.35),8.72,(35.09),9.11,37.81,,,,,
10/19/2012,(5.37),(29.32),8.60,(35.48),8.02,36.92,,,,,
10/18/2012,(4.71),(28.06),9.77,(34.54),8.93,37.72,,,,,
10/17/2012,(5.04),(28.54),8.30,(35.69),9.30,32.95,,,,,
10/16/2012,(7.43),(29.28),7.46,(36.38),7.41,31.29,,,,,
10/15/2012,(8.42),(30.15),6.54,(36.85),6.04,29.99,,,,,
10/12/2012,(8.34),(30.81),5.60,(37.63),4.65,27.99,,,,,
10/11/2012,(8.92),(30.33),6.13,(37.31),4.98,28.81,,,,,
10/10/2012,(8.71),(30.66),5.65,(37.69),3.50,29.26,,,,,
10/9/2012,(10.40),(30.46),5.76,(37.21),4.48,29.11,,,,,
10/8/2012,(9.91),(29.87),7.21,(36.71),5.80,29.52,,,,,
10/5/2012,(9.95),(29.93),7.38,(37.06),5.67,29.56,,,,,
10/4/2012,(10.73),(30.26),6.63,(37.31),5.28,29.04,,,,,
10/3/2012,(11.31),(31.16),5.18,(37.98),3.33,28.53,,,,,
10/2/2012,(12.06),(31.39),5.46,(38.44),3.39,27.96,,,,,
10/1/2012,(13.75),(31.57),4.73,(38.64),3.48,28.65,,,,,
9/28/2012,(14.37),(31.98),5.54,(39.16),4.09,27.14,,,,,
9/27/2012,(13.25),(31.86),4.59,(38.92),3.74,27.42,,,,,
9/26/2012,(14.45),(32.35),3.98,(39.39),1.41,26.24,,,,,
9/25/2012,(14.00),(31.92),4.57,(38.66),3.39,27.55,,,,,
9/24/2012,(13.05),(31.10),6.15,(38.20),5.02,27.44,,,,,
9/21/2012,(12.18),(31.00),6.40,(37.91),4.74,27.79,,,,,
9/20/2012,(13.29),(31.04),6.49,(38.77),5.76,27.49,,,,,
9/19/2012,(13.46),(30.97),6.40,(39.32),5.65,27.08,,,,,
9/18/2012,(14.04),(30.91),6.57,(38.78),5.85,27.51,,,,,
9/17/2012,(14.24),(30.68),7.49,(38.89),7.11,27.55,,,,,
9/14/2012,(14.08),(30.27),8.60,(38.78),7.96,27.73,,,,,
9/13/2012,(14.70),(30.76),8.13,(39.44),7.26,27.49,,,,,
9/12/2012,(16.43),(31.92),6.93,(40.38),5.52,25.80,,,,,
9/11/2012,(18.25),(32.03),6.43,(40.87),5.70,24.70,,,,,
9/10/2012,(18.95),(32.45),6.43,(41.25),4.35,21.64,,,,,
9/7/2012,(19.94),(32.20),6.74,(40.90),4.98,21.46,,,,,
9/6/2012,(19.61),(32.41),6.54,(40.93),3.07,21.70,,,,,
9/5/2012,(19.86),(33.40),5.71,(41.96),(0.26),20.19,,,,,
9/4/2012,(19.86),(33.56),6.29,(42.56),1.09,20.39,,,,,
9/3/2012,NA,(33.78),NA,NA,NA,NA,,,,,
8/31/2012,(19.36),(33.78),4.59,(42.74),0.39,20.58,,,,,
8/30/2012,(19.41),(34.12),3.65,(42.90),0.04,20.12,,,,,
8/29/2012,(19.24),(33.82),3.43,(42.67),0.72,20.69,,,,,
8/28/2012,(18.00),(33.75),3.93,(42.41),0.41,20.77,,,,,
8/27/2012,(17.84),(33.56),4.57,(42.19),0.33,21.40,,,,,
8/24/2012,(18.41),(33.45),4.40,(42.01),0.39,21.81,,,,,
8/23/2012,(19.20),(33.86),4.07,(42.08),(0.63),20.69,,,,,
8/22/2012,(18.58),(33.36),4.62,(41.12),0.20,21.90,,,,,
8/21/2012,(18.33),(33.22),5.32,(41.25),1.11,21.49,,,,,
8/20/2012,(18.37),(33.11),5.21,(41.45),0.22,22.26,,,,,
8/17/2012,(18.50),(33.23),4.01,(41.85),0.26,21.31,,,,,
8/16/2012,(18.25),(33.59),3.62,(42.04),(0.22),19.26,,,,,
8/15/2012,(17.92),(33.95),3.84,(41.81),(0.78),18.74,,,,,
8/14/2012,(18.25),(34.12),3.79,(42.39),(1.67),18.35,,,,,
8/13/2012,(18.50),(34.17),4.18,(41.73),(0.96),18.70,,,,,
8/10/2012,(18.46),(34.14),4.59,(41.67),(0.30),19.17,,,,,
8/9/2012,(18.33),(34.28),4.40,(41.56),(0.65),19.00,,,,,
8/8/2012,(18.70),(34.35),3.87,(41.27),(0.48),18.85,,,,,
8/7/2012,(18.25),(34.50),3.31,(41.47),(0.98),18.03,,,,,
8/6/2012,(19.53),(34.85),3.48,(43.11),(2.30),18.31,,,,,
8/3/2012,(19.20),(34.86),2.56,(43.11),(3.09),18.66,,,,,
8/2/2012,(20.56),(36.14),1.87,(43.89),(6.22),17.10,,,,,
8/1/2012,(18.41),(36.19),3.95,(44.09),(4.78),17.99,,,,,
7/31/2012,(18.50),(36.02),5.01,(47.32),(4.83),16.69,,,,,
7/30/2012,(18.13),(35.61),5.57,(46.61),(4.70),17.73,,,,,
7/27/2012,(18.33),(35.75),3.93,(46.66),(5.46),16.82,,,,,
7/26/2012,(19.12),(36.90),2.81,(47.55),(9.83),14.75,,,,,
7/25/2012,(19.24),(37.44),3.82,(48.30),(10.24),13.58,,,,,
7/24/2012,(19.41),(37.68),2.73,(48.21),(8.65),13.41,,,,,
7/23/2012,(18.00),(37.17),2.92,(47.55),(7.80),14.99,,,,,
7/20/2012,(17.34),(36.67),2.65,(47.15),(5.91),16.80,,,,,
7/19/2012,(17.05),(35.65),4.12,(46.69),(4.26),18.63,,,,,
7/18/2012,(17.30),(35.39),5.26,(47.43),(4.57),19.20,,,,,
7/17/2012,(17.46),(35.49),5.15,(47.77),(5.20),17.92,,,,,
7/16/2012,(17.92),(36.08),4.59,(48.35),(6.09),16.50,,,,,
7/13/2012,(17.51),(35.58),5.04,(47.98),(5.22),17.58,,,,,
7/12/2012,(19.36),(36.67),3.68,(48.32),(7.74),15.92,,,,,
7/11/2012,(15.15),(36.23),2.87,(47.64),(6.61),16.46,,,,,
7/10/2012,(15.19),(36.50),5.82,(47.41),(8.07),17.73,,,,,
7/9/2012,(15.15),(36.17),6.46,(47.12),(7.48),17.47,,,,,
7/6/2012,(15.03),(36.05),8.24,(46.57),(7.33),17.82,,,,,
7/5/2012,(14.95),(35.56),9.61,(46.40),(6.63),19.13,,,,,
7/4/2012,NA,(34.98),NA,NA,NA,NA,,,,,
7/3/2012,(14.33),(34.98),10.05,(45.75),(5.72),19.44,,,,,
7/2/2012,(14.57),(35.46),9.83,(45.91),(6.89),19.05,,,,,
6/29/2012,(14.00),(35.68),9.25,(46.11),(7.41),18.90,,,,,
6/28/2012,(14.86),(37.03),7.57,(47.57),(10.87),17.06,,,,,
6/27/2012,(14.24),(37.29),6.68,(47.46),(11.43),17.02,,,,,
6/26/2012,(15.61),(37.94),5.88,(48.30),(12.57),15.76,,,,,
6/25/2012,(15.81),(38.39),5.85,(48.64),(13.76),15.76,,,,,
