Pricing Date,PGR-Share Price (Daily)(%),S&P United States BMI Insurance (Industry Group) Index-Index Value (Daily)(%),AFG-Share Price (Daily)(%),ALL-Share Price (Daily)(%),AFL-Share Price (Daily)(%),TRV-Share Price (Daily)(%),,,,,
4/16/2015,12.22,8.31,82.40,10.64,40.17,102.40,,,,,
4/15/2015,12.26,8.36,82.73,10.49,40.70,101.30,,,,,
4/14/2015,10.45,7.86,81.98,9.81,40.35,100.76,,,,,
4/13/2015,10.78,7.94,80.42,10.55,39.93,100.91,,,,,
4/10/2015,11.07,7.41,80.53,10.63,40.26,100.50,,,,,
4/9/2015,10.49,7.50,80.23,10.43,40.28,99.85,,,,,
4/8/2015,10.69,7.06,80.06,9.94,39.65,99.93,,,,,
4/7/2015,10.69,6.49,79.06,9.77,38.67,99.93,,,,,
4/6/2015,11.48,7.14,80.26,10.77,39.07,101.40,,,,,
4/3/2015,NA,6.70,NA,NA,NA,NA,,,,,
4/2/2015,10.82,6.70,79.03,9.74,38.22,100.67,,,,,
4/1/2015,11.31,6.07,78.61,9.49,38.20,99.50,,,,,
3/31/2015,12.30,6.30,78.64,9.31,39.15,101.40,,,,,
3/30/2015,13.01,6.84,79.59,8.97,39.57,104.21,,,,,
3/27/2015,11.60,5.32,77.44,7.59,38.15,99.53,,,,,
3/26/2015,11.19,5.56,78.17,7.82,38.04,98.98,,,,,
3/25/2015,11.77,5.72,78.45,8.36,37.72,100.43,,,,,
3/24/2015,12.76,7.06,80.14,9.57,38.26,103.45,,,,,
3/23/2015,14.29,7.86,80.92,10.41,38.83,104.17,,,,,
3/20/2015,14.16,7.96,80.53,9.75,38.89,104.38,,,,,
3/19/2015,13.67,6.87,79.59,8.43,37.15,103.22,,,,,
3/18/2015,13.58,7.82,80.84,8.46,38.30,103.99,,,,,
3/17/2015,11.60,7.16,79.75,7.48,36.70,102.55,,,,,
3/16/2015,11.40,7.41,79.73,8.26,36.87,102.89,,,,,
3/13/2015,9.37,5.87,77.28,6.83,35.07,98.77,,,,,
3/12/2015,10.65,6.68,78.17,8.12,36.20,100.84,,,,,
3/11/2015,8.67,4.74,75.27,6.11,33.67,96.82,,,,,
3/10/2015,7.27,3.94,73.38,5.04,32.72,95.06,,,,,
3/9/2015,9.04,6.34,76.19,6.88,35.43,98.77,,,,,
3/6/2015,8.42,6.06,75.72,6.19,35.13,97.06,,,,,
3/5/2015,9.58,6.18,76.78,6.83,36.52,100.41,,,,,
3/4/2015,9.08,5.63,76.33,6.74,35.54,99.07,,,,,
3/3/2015,10.61,6.52,77.47,8.26,35.39,100.04,,,,,
3/2/2015,11.85,6.83,77.44,9.02,36.02,100.97,,,,,
2/27/2015,10.03,6.05,75.44,8.43,35.33,100.11,,,,,
2/26/2015,10.36,6.32,75.74,9.52,35.17,100.82,,,,,
2/25/2015,9.70,6.21,76.05,9.23,34.67,99.12,,,,,
2/24/2015,9.91,6.63,76.33,10.08,34.91,100.32,,,,,
2/23/2015,9.66,5.96,76.16,9.45,33.54,99.44,,,,,
2/20/2015,9.87,6.78,76.86,9.97,35.07,100.82,,,,,
2/19/2015,10.28,6.46,75.77,9.31,34.30,101.14,,,,,
2/18/2015,10.45,6.21,75.80,8.60,34.24,101.12,,,,,
2/17/2015,10.40,6.82,75.94,9.46,35.54,101.15,,,,,
2/16/2015,NA,6.36,NA,NA,NA,NA,,,,,
2/13/2015,11.93,6.36,75.13,9.75,35.07,101.15,,,,,
2/12/2015,11.68,5.70,74.91,9.92,34.35,101.23,,,,,
2/11/2015,10.12,5.13,73.77,9.32,34.41,100.73,,,,,
2/10/2015,9.25,4.38,73.32,7.59,33.59,98.40,,,,,
2/9/2015,8.75,3.86,72.10,7.56,32.91,97.00,,,,,
2/6/2015,8.92,4.25,72.35,8.94,33.22,99.66,,,,,
2/5/2015,8.92,3.67,72.07,11.04,32.57,100.06,,,,,
2/4/2015,7.76,3.23,70.68,11.47,31.91,98.79,,,,,
2/3/2015,7.76,2.93,69.26,10.63,28.46,97.50,,,,,
2/2/2015,6.73,1.28,64.02,8.91,26.46,94.78,,,,,
1/30/2015,7.14,(0.71),61.63,7.19,24.09,91.51,,,,,
1/29/2015,10.03,0.87,64.58,9.12,25.33,94.71,,,,,
1/28/2015,9.54,0.37,63.60,8.00,24.70,94.78,,,,,
1/27/2015,10.20,2.30,65.91,9.72,27.20,97.52,,,,,
1/26/2015,10.94,3.21,67.17,10.17,28.30,99.42,,,,,
1/23/2015,9.37,2.92,65.94,9.71,27.67,99.29,,,,,
1/22/2015,10.20,4.09,67.42,10.51,28.59,101.47,,,,,
1/21/2015,8.13,1.91,63.58,7.97,26.30,95.59,,,,,
1/20/2015,8.67,1.82,63.35,8.06,26.11,97.13,,,,,
1/19/2015,NA,2.58,NA,NA,NA,NA,,,,,
1/16/2015,8.88,2.58,65.22,8.80,26.48,98.44,,,,,
1/15/2015,8.46,0.96,63.41,6.33,24.70,94.10,,,,,
1/14/2015,7.47,1.74,63.16,6.63,25.11,93.28,,,,,
1/13/2015,9.41,3.07,65.25,7.69,26.09,96.24,,,,,
1/12/2015,9.58,3.25,65.55,7.05,26.72,95.94,,,,,
1/9/2015,11.15,4.32,67.00,8.16,27.46,97.11,,,,,
1/8/2015,13.54,5.78,68.73,9.28,30.22,99.63,,,,,
1/7/2015,11.31,4.28,65.72,7.22,28.96,95.57,,,,,
1/6/2015,9.04,3.30,64.63,5.48,28.15,92.29,,,,,
1/5/2015,10.40,4.63,65.58,5.56,29.30,94.02,,,,,
1/2/2015,11.64,6.61,67.78,7.69,32.78,96.39,,,,,
1/1/2015,NA,6.97,NA,NA,NA,NA,,,,,
12/31/2014,11.44,6.97,69.09,7.89,32.80,97.15,,,,,
12/30/2014,12.39,8.25,70.96,8.95,34.74,99.16,,,,,
12/29/2014,11.97,8.20,69.48,9.05,34.78,99.20,,,,,
12/26/2014,11.52,7.95,68.67,8.94,34.65,98.73,,,,,
12/25/2014,NA,7.94,NA,NA,NA,NA,,,,,
12/24/2014,11.15,7.94,68.50,8.57,34.65,98.77,,,,,
12/23/2014,11.35,8.02,69.87,8.66,34.65,99.20,,,,,
12/22/2014,10.40,7.14,68.89,8.19,34.04,98.01,,,,,
12/19/2014,9.66,6.76,68.25,7.34,33.00,96.96,,,,,
12/18/2014,10.49,6.28,67.08,7.19,31.13,97.34,,,,,
12/17/2014,8.09,4.22,65.69,4.78,28.41,94.47,,,,,
12/16/2014,6.32,2.40,63.21,3.23,25.67,91.99,,,,,
12/15/2014,8.34,3.05,62.91,3.47,25.07,92.01,,,,,
12/12/2014,8.96,3.91,64.19,3.55,26.70,92.14,,,,,
12/11/2014,10.86,6.29,67.95,6.07,29.50,94.77,,,,,
12/10/2014,10.49,5.60,69.40,5.28,29.22,94.19,,,,,
12/9/2014,10.78,7.03,72.79,5.71,29.98,95.60,,,,,
12/8/2014,12.63,7.62,73.66,6.19,30.39,97.13,,,,,
12/5/2014,12.55,6.89,71.23,5.48,29.37,95.94,,,,,
12/4/2014,12.39,6.26,71.40,5.04,29.20,95.75,,,,,
12/3/2014,12.35,6.10,70.96,4.55,29.78,95.92,,,,,
12/2/2014,12.55,5.56,69.26,4.61,29.61,94.45,,,,,
12/1/2014,11.89,4.81,67.64,3.84,28.85,94.52,,,,,
11/28/2014,12.47,5.59,68.17,4.67,29.85,94.54,,,,,
11/27/2014,NA,5.78,NA,NA,NA,NA,,,,,
11/26/2014,12.47,5.78,68.98,3.70,29.74,94.39,,,,,
11/25/2014,12.39,5.68,68.50,3.79,30.43,92.64,,,,,
11/24/2014,12.84,6.05,69.09,4.32,30.89,93.31,,,,,
11/21/2014,12.92,5.21,67.78,3.52,29.91,93.35,,,,,
11/20/2014,11.93,4.71,67.78,3.35,28.26,92.70,,,,,
11/19/2014,11.93,4.34,67.08,3.47,28.39,91.90,,,,,
11/18/2014,12.30,4.30,67.20,2.58,28.48,91.56,,,,,
11/17/2014,11.40,4.09,67.00,2.38,28.54,91.38,,,,,
11/14/2014,11.40,4.06,66.81,2.26,28.93,90.78,,,,,
11/13/2014,12.22,4.47,68.14,2.78,28.57,92.27,,,,,
11/12/2014,11.48,4.58,68.39,3.16,28.72,91.95,,,,,
11/11/2014,10.45,4.52,68.81,2.33,28.35,91.73,,,,,
11/10/2014,11.15,4.60,69.01,2.53,28.39,91.82,,,,,
11/7/2014,10.90,4.14,69.06,1.75,28.02,90.67,,,,,
11/6/2014,11.07,3.88,68.67,1.57,29.41,89.81,,,,,
11/5/2014,10.98,4.53,68.06,0.97,29.98,89.03,,,,,
11/4/2014,10.24,3.88,68.39,(0.34),29.30,88.36,,,,,
11/3/2014,9.37,3.59,66.92,(0.60),28.98,86.16,,,,,
10/31/2014,9.04,3.66,66.61,(0.40),29.85,87.74,,,,,
10/30/2014,7.31,2.33,66.00,(1.84),30.52,86.25,,,,,
10/29/2014,6.85,1.67,65.78,(3.27),30.22,85.17,,,,,
10/28/2014,8.46,1.91,65.66,(2.89),29.43,85.75,,,,,
10/27/2014,7.80,0.59,64.16,(3.04),27.72,84.15,,,,,
10/24/2014,6.81,0.12,63.41,(3.90),27.26,82.03,,,,,
10/23/2014,5.00,(0.87),62.57,(4.78),26.26,80.24,,,,,
10/22/2014,4.62,(1.13),62.35,(5.07),25.39,78.02,,,,,
10/21/2014,5.33,(0.62),61.82,(4.73),26.46,75.53,,,,,
10/20/2014,2.68,(2.66),58.51,(6.54),24.39,73.59,,,,,
10/17/2014,2.23,(2.97),57.70,(6.87),23.93,73.66,,,,,
10/16/2014,0.87,(4.65),55.33,(8.06),21.43,71.00,,,,,
10/15/2014,1.24,(4.72),55.14,(6.97),21.30,71.34,,,,,
10/14/2014,2.60,(3.43),58.56,(5.36),23.57,74.48,,,,,
10/13/2014,2.44,(3.99),57.34,(6.22),21.74,74.19,,,,,
10/10/2014,3.22,(3.19),57.59,(6.07),22.87,75.15,,,,,
10/9/2014,4.34,(2.64),57.53,(6.30),23.76,74.87,,,,,
10/8/2014,5.90,(0.59),61.18,(5.33),25.65,75.92,,,,,
10/7/2014,4.21,(1.75),58.93,(6.47),24.09,74.45,,,,,
10/6/2014,5.70,0.03,61.15,(5.36),25.65,76.38,,,,,
10/3/2014,5.90,0.44,61.24,(5.19),25.74,75.94,,,,,
10/2/2014,4.67,(0.85),59.79,(6.10),25.37,73.35,,,,,
10/1/2014,3.96,(1.14),60.04,(6.60),25.13,73.40,,,,,
9/30/2014,4.38,0.24,61.21,(5.74),26.63,74.97,,,,,
9/29/2014,5.24,0.62,62.74,(5.87),27.11,74.65,,,,,
9/26/2014,5.12,1.12,63.66,(5.68),27.17,75.82,,,,,
9/25/2014,4.50,0.39,62.02,(6.17),26.26,74.52,,,,,
9/24/2014,4.83,1.77,63.94,(5.27),27.43,76.55,,,,,
9/23/2014,4.13,0.73,62.07,(5.84),25.78,74.24,,,,,
9/22/2014,4.50,1.72,64.02,(5.02),27.26,76.20,,,,,
9/19/2014,4.54,2.45,64.97,(4.47),26.96,76.22,,,,,
9/18/2014,5.16,3.02,65.58,(4.29),27.59,76.53,,,,,
9/17/2014,4.09,2.03,64.75,(5.16),26.80,74.43,,,,,
9/16/2014,4.09,1.96,64.91,(5.22),28.13,74.41,,,,,
9/15/2014,3.92,1.81,64.58,(5.36),30.09,74.24,,,,,
9/12/2014,3.47,1.70,63.94,(6.31),29.98,72.14,,,,,
9/11/2014,3.39,1.66,64.27,(5.99),29.98,73.07,,,,,
9/10/2014,2.89,1.66,64.61,(6.48),30.09,73.53,,,,,
9/9/2014,2.97,1.28,65.05,(6.56),31.57,72.94,,,,,
9/8/2014,3.06,2.07,66.64,(5.71),32.72,73.72,,,,,
9/5/2014,3.80,2.20,66.05,(5.77),33.61,75.47,,,,,
9/4/2014,3.39,2.28,66.08,(5.74),33.13,75.56,,,,,
9/3/2014,3.47,2.67,67.03,(5.33),32.78,75.95,,,,,
9/2/2014,3.88,3.03,67.03,(5.04),33.17,76.05,,,,,
9/1/2014,NA,2.72,NA,NA,NA,NA,,,,,
8/29/2014,3.30,2.72,67.00,(5.56),33.13,76.40,,,,,
8/28/2014,2.85,2.26,66.08,(6.08),33.13,75.71,,,,,
8/27/2014,2.93,2.70,66.17,(5.50),33.46,76.49,,,,,
8/26/2014,3.06,2.41,65.44,(4.99),32.70,75.45,,,,,
8/25/2014,3.18,2.15,64.69,(4.91),32.26,75.62,,,,,
8/22/2014,2.35,1.31,64.02,(5.97),31.63,74.61,,,,,
8/21/2014,3.01,1.81,64.02,(5.53),32.63,74.97,,,,,
8/20/2014,2.02,1.04,63.27,(5.70),32.46,73.42,,,,,
8/19/2014,1.98,0.86,62.96,(6.17),32.33,73.05,,,,,
8/18/2014,1.90,0.78,61.63,(5.88),32.43,73.20,,,,,
8/15/2014,1.40,(0.25),60.23,(6.79),30.65,71.60,,,,,
8/14/2014,1.11,(0.03),60.62,(6.65),30.67,71.76,,,,,
8/13/2014,(0.08),(0.79),59.54,(7.68),29.65,69.99,,,,,
8/12/2014,(1.73),(1.37),58.73,(7.62),28.98,69.66,,,,,
8/11/2014,(2.19),(1.73),58.12,(8.52),28.70,68.86,,,,,
8/8/2014,(2.11),(2.05),58.34,(8.36),28.67,68.52,,,,,
8/7/2014,(3.63),(2.89),57.25,(8.91),27.57,67.44,,,,,
8/6/2014,(3.30),(2.43),57.64,(8.49),28.30,67.07,,,,,
8/5/2014,(3.59),(2.89),56.36,(9.61),27.54,65.99,,,,,
8/4/2014,(3.30),(2.30),56.92,(9.45),28.33,67.44,,,,,
8/1/2014,(4.13),(2.79),56.50,(10.70),28.52,66.90,,,,,
7/31/2014,(3.22),(2.62),55.92,(10.23),29.87,66.81,,,,,
7/30/2014,(2.23),(0.94),58.98,(12.62),33.43,69.38,,,,,
7/29/2014,(1.57),(0.40),60.76,(12.38),37.26,69.72,,,,,
7/28/2014,(0.25),0.51,62.29,(11.01),38.37,71.13,,,,,
7/25/2014,(0.12),0.55,61.57,(11.01),38.24,71.54,,,,,
7/24/2014,0.41,1.85,63.21,(10.17),38.98,72.99,,,,,
7/23/2014,(0.37),1.86,63.38,(10.41),38.24,70.94,,,,,
7/22/2014,(0.17),1.62,62.77,(10.78),38.30,70.66,,,,,
7/21/2014,0.04,1.83,62.27,(10.90),38.24,77.43,,,,,
7/18/2014,(0.25),2.08,62.77,(10.83),38.50,77.57,,,,,
7/17/2014,(0.25),1.11,61.79,(11.20),37.35,76.38,,,,,
7/16/2014,0.91,2.22,64.22,(10.67),37.20,78.10,,,,,
7/15/2014,0.74,2.42,64.88,(10.21),36.61,78.71,,,,,
7/14/2014,0.78,2.42,64.61,(10.49),36.52,77.98,,,,,
7/11/2014,0.87,1.89,64.63,(10.61),36.22,76.35,,,,,
7/10/2014,1.24,1.61,64.47,(10.81),35.70,75.64,,,,,
7/9/2014,4.00,2.31,64.38,(10.18),36.78,76.38,,,,,
7/8/2014,3.92,2.10,65.14,(10.18),36.57,75.34,,,,,
7/7/2014,3.59,2.69,65.05,(10.11),37.87,76.10,,,,,
7/4/2014,NA,3.21,NA,NA,NA,NA,,,,,
7/3/2014,3.88,3.21,65.00,(9.43),37.59,76.64,,,,,
7/2/2014,4.09,2.37,64.02,(9.38),35.93,76.23,,,,,
7/1/2014,5.20,2.90,65.97,(9.20),36.22,77.33,,,,,
6/30/2014,4.71,1.80,65.86,(9.81),35.33,75.21,,,,,
6/27/2014,4.29,1.72,64.58,(9.86),36.35,74.93,,,,,
6/26/2014,4.09,1.75,65.08,(10.08),36.15,75.84,,,,,
6/25/2014,4.58,2.05,66.00,(9.83),36.09,76.68,,,,,
6/24/2014,5.12,2.10,65.22,(9.51),35.80,76.33,,,,,
6/23/2014,5.78,2.75,65.72,(9.08),36.85,76.85,,,,,
6/20/2014,6.44,2.81,66.19,(9.66),37.17,76.18,,,,,
6/19/2014,6.94,2.75,66.44,(9.66),36.57,78.06,,,,,
6/18/2014,5.78,2.82,65.52,(9.14),37.02,77.69,,,,,
6/17/2014,5.28,2.31,65.27,(9.06),36.87,77.35,,,,,
6/16/2014,5.28,1.24,63.60,(9.68),35.09,77.80,,,,,
6/13/2014,4.42,1.32,64.24,(9.37),34.70,77.71,,,,,
6/12/2014,4.00,1.14,64.52,(9.83),34.96,76.94,,,,,
6/11/2014,3.92,1.66,65.41,(9.26),35.65,76.76,,,,,
6/10/2014,3.18,2.20,66.61,(9.11),37.59,77.13,,,,,
6/9/2014,3.92,2.16,66.08,(9.14),37.11,76.31,,,,,
6/6/2014,4.25,2.14,66.33,(8.89),35.93,75.75,,,,,
6/5/2014,3.55,1.59,65.91,(9.22),34.67,76.89,,,,,
6/4/2014,2.85,1.33,65.00,(9.97),34.63,76.33,,,,,
6/3/2014,2.77,(0.01),63.52,(10.03),33.50,73.98,,,,,
6/2/2014,2.85,(0.39),63.32,(9.89),33.63,74.54,,,,,
5/30/2014,3.34,(0.96),62.57,(10.52),33.11,74.05,,,,,
5/29/2014,3.92,(0.87),62.52,(10.46),33.57,75.27,,,,,
5/28/2014,4.29,(1.25),62.13,(10.64),32.50,74.07,,,,,
5/27/2014,3.47,(0.80),62.38,(10.21),33.35,74.13,,,,,
5/26/2014,NA,(1.46),NA,NA,NA,NA,,,,,
5/23/2014,3.63,(1.46),62.07,(10.34),33.28,72.96,,,,,
5/22/2014,3.88,(1.57),61.79,(10.38),34.48,73.24,,,,,
5/21/2014,4.34,(1.79),61.15,(10.27),35.15,72.96,,,,,
5/20/2014,3.84,(2.56),60.18,(10.80),33.89,72.60,,,,,
5/19/2014,4.62,(2.14),61.13,(10.61),35.11,72.79,,,,,
5/16/2014,4.71,(2.70),60.57,(11.32),33.61,72.43,,,,,
5/15/2014,4.50,(2.65),60.87,(11.60),34.54,72.04,,,,,
5/14/2014,5.04,(1.41),62.63,(10.78),36.74,72.56,,,,,
5/13/2014,3.34,(0.27),64.10,(10.31),38.54,73.05,,,,,
5/12/2014,2.56,(0.40),64.52,(10.38),37.70,71.43,,,,,
5/9/2014,1.73,(1.51),63.35,(10.72),36.91,70.05,,,,,
5/8/2014,1.65,(1.44),63.74,(10.95),37.00,69.94,,,,,
5/7/2014,1.61,(2.03),63.88,(11.20),36.07,69.62,,,,,
5/6/2014,1.49,(3.28),62.07,(13.12),34.46,67.41,,,,,
5/5/2014,2.64,(1.67),63.02,(12.27),36.26,68.84,,,,,
5/2/2014,2.39,(1.62),63.55,(12.18),37.28,69.49,,,,,
5/1/2014,3.14,(1.61),64.02,(12.01),37.33,69.17,,,,,
4/30/2014,0.12,(1.81),62.71,(12.53),36.35,68.71,,,,,
4/29/2014,(0.66),(2.10),60.43,(12.62),37.74,69.31,,,,,
4/28/2014,(0.95),(3.17),59.29,(12.70),34.46,66.96,,,,,
4/25/2014,(1.78),(3.07),59.54,(13.82),34.43,64.48,,,,,
4/24/2014,(1.16),(2.34),60.76,(13.38),35.13,65.00,,,,,
4/23/2014,(2.19),(2.66),60.43,(13.70),36.30,64.15,,,,,
4/22/2014,(1.90),(2.96),59.93,(13.96),36.48,61.84,,,,,
4/21/2014,(1.57),(3.62),59.40,(14.34),36.28,60.92,,,,,
4/18/2014,NA,(3.45),NA,NA,NA,NA,,,,,
4/17/2014,(1.07),(3.45),59.23,(14.34),37.07,61.45,,,,,
4/16/2014,(0.95),(3.82),58.70,(14.01),36.11,61.63,,,,,
4/15/2014,(1.61),(4.91),56.73,(14.67),33.98,59.97,,,,,
4/14/2014,(1.24),(5.44),55.97,(15.22),33.02,59.25,,,,,
4/11/2014,(2.31),(5.94),55.00,(15.08),32.24,58.88,,,,,
4/10/2014,(1.69),(4.99),56.45,(14.74),34.26,58.30,,,,,
4/9/2014,(0.66),(3.05),58.76,(13.79),36.93,59.84,,,,,
4/8/2014,(0.25),(4.17),57.00,(14.16),35.54,57.81,,,,,
4/7/2014,(0.45),(4.43),57.34,(14.38),34.17,58.32,,,,,
4/4/2014,0.21,(2.68),59.54,(13.36),37.57,58.69,,,,,
4/3/2014,1.16,(1.52),60.96,(13.09),39.17,58.28,,,,,
4/2/2014,(0.45),(1.82),60.43,(13.76),37.96,57.66,,,,,
4/1/2014,(0.54),(2.22),60.26,(13.24),37.65,57.18,,,,,
3/31/2014,0.00,(2.52),60.71,(13.10),37.04,58.50,,,,,
3/28/2014,(0.99),(3.71),58.79,(14.30),36.22,56.44,,,,,
3/27/2014,(1.86),(4.18),58.28,(14.54),35.37,55.50,,,,,
3/26/2014,(1.32),(3.30),58.17,(14.45),36.33,55.39,,,,,
3/25/2014,(0.25),(2.32),59.04,(13.99),36.83,56.51,,,,,
3/24/2014,(0.45),(2.61),58.42,(13.72),36.28,56.19,,,,,
3/21/2014,0.00,(2.31),58.48,(13.90),36.91,56.04,,,,,
3/20/2014,(1.65),(2.37),58.15,(14.67),37.41,55.02,,,,,
3/19/2014,(3.22),(3.07),57.23,(15.05),37.74,54.96,,,,,
3/18/2014,(2.35),(2.73),58.70,(14.81),39.80,56.36,,,,,
3/17/2014,(2.02),(3.44),58.42,(14.73),38.74,55.60,,,,,
3/14/2014,(2.15),(3.99),57.00,(15.33),39.37,53.96,,,,,
3/13/2014,(3.39),(3.98),58.20,(15.36),39.52,53.83,,,,,
3/12/2014,(2.64),(2.77),59.40,(14.77),41.07,55.39,,,,,
3/11/2014,1.24,(2.43),59.62,(14.59),41.20,55.67,,,,,
3/10/2014,1.16,(1.74),60.96,(14.30),42.48,56.04,,,,,
3/7/2014,0.95,(1.71),61.29,(14.44),42.63,56.32,,,,,
3/6/2014,0.95,(2.20),61.18,(15.27),41.78,57.20,,,,,
3/5/2014,0.33,(2.77),60.71,(15.42),41.33,57.14,,,,,
3/4/2014,0.00,(3.24),60.76,(15.76),41.59,56.66,,,,,
3/3/2014,(0.41),(4.98),57.95,(16.99),39.17,54.93,,,,,
2/28/2014,1.11,(4.11),59.18,(16.66),39.30,56.16,,,,,
2/27/2014,(0.17),(4.69),57.95,(16.71),37.78,56.17,,,,,
2/26/2014,(1.32),(5.41),56.14,(17.29),36.09,55.39,,,,,
2/25/2014,(2.15),(5.26),56.89,(17.60),35.91,55.22,,,,,
2/24/2014,(1.90),(4.85),56.84,(17.28),35.43,55.41,,,,,
2/21/2014,(1.24),(5.10),56.47,(17.28),35.48,56.06,,,,,
2/20/2014,(1.03),(5.02),56.70,(17.88),36.78,56.10,,,,,
2/19/2014,(1.94),(5.46),55.56,(20.46),35.74,56.47,,,,,
2/18/2014,(1.45),(4.54),57.45,(19.86),37.02,57.14,,,,,
2/17/2014,NA,(5.23),NA,NA,NA,NA,,,,,
2/14/2014,(0.99),(5.23),57.14,(18.66),37.24,56.49,,,,,
2/13/2014,(1.53),(5.56),56.11,(19.06),36.50,54.37,,,,,
2/12/2014,(2.73),(6.23),55.14,(19.32),36.41,53.21,,,,,
2/11/2014,(3.01),(6.14),55.17,(18.89),35.67,54.98,,,,,
2/10/2014,(4.29),(7.34),52.80,(20.00),35.72,53.38,,,,,
2/7/2014,(4.50),(7.24),52.69,(18.97),36.26,50.64,,,,,
2/6/2014,(5.45),(8.60),50.91,(19.58),34.20,50.29,,,,,
2/5/2014,(6.69),(9.09),49.32,(23.90),34.26,49.82,,,,,
2/4/2014,(6.61),(9.26),49.46,(23.36),33.63,49.66,,,,,
2/3/2014,(6.73),(10.04),47.40,(23.27),32.00,49.49,,,,,
1/31/2014,(4.05),(7.34),52.94,(21.36),36.48,51.39,,,,,
1/30/2014,(2.73),(6.17),54.55,(19.67),37.39,53.40,,,,,
1/29/2014,(3.18),(7.52),51.63,(20.53),35.04,53.12,,,,,
1/28/2014,(3.14),(6.53),53.08,(20.49),35.76,54.78,,,,,
1/27/2014,(4.29),(7.74),51.57,(22.13),34.33,53.27,,,,,
1/24/2014,2.39,(7.27),53.36,(22.25),35.41,52.00,,,,,
1/23/2014,4.00,(4.66),57.87,(20.69),38.17,54.72,,,,,
1/22/2014,4.91,(2.87),59.12,(19.51),40.00,57.50,,,,,
1/21/2014,7.06,(2.70),58.12,(19.09),40.93,58.32,,,,,
1/20/2014,NA,(2.36),NA,NA,NA,NA,,,,,
1/17/2014,6.23,(2.36),59.23,(18.75),40.67,61.05,,,,,
1/16/2014,6.73,(1.88),59.51,(18.32),40.93,62.49,,,,,
1/15/2014,7.31,(1.29),59.93,(17.23),41.17,63.68,,,,,
1/14/2014,7.60,(1.82),59.37,(17.08),40.65,62.88,,,,,
1/13/2014,6.11,(2.85),57.31,(17.89),39.35,60.81,,,,,
1/10/2014,7.10,(1.20),59.23,(16.93),41.67,62.95,,,,,
1/9/2014,6.94,(1.09),58.76,(17.32),39.72,63.31,,,,,
1/8/2014,6.19,(1.51),58.01,(17.80),40.50,63.12,,,,,
1/7/2014,7.47,(1.58),58.03,(18.06),41.50,64.65,,,,,
1/6/2014,8.05,(1.86),56.84,(18.41),41.04,65.62,,,,,
1/3/2014,8.75,(1.47),57.73,(18.09),43.80,66.06,,,,,
1/2/2014,10.32,(1.46),57.28,(17.75),43.39,66.38,,,,,
1/1/2014,NA,0.10,NA,NA,NA,NA,,,,,
12/31/2013,12.59,0.10,60.74,(16.23),45.22,68.63,,,,,
12/30/2013,12.14,(0.35),59.20,(16.71),44.98,68.15,,,,,
12/27/2013,11.77,(0.35),58.87,(17.60),46.20,67.35,,,,,
12/26/2013,11.77,(0.21),59.29,(17.42),45.89,67.65,,,,,
12/25/2013,NA,(0.40),NA,NA,NA,NA,,,,,
12/24/2013,11.19,(0.40),58.93,(17.11),44.52,66.68,,,,,
12/23/2013,10.78,(0.89),58.67,(17.52),44.24,66.06,,,,,
12/20/2013,10.73,(1.24),58.12,(17.42),42.72,66.10,,,,,
12/19/2013,10.24,(2.14),55.72,(18.22),43.48,65.38,,,,,
12/18/2013,9.45,(2.19),56.45,(19.00),44.76,64.16,,,,,
12/17/2013,8.01,(3.77),53.44,(19.86),43.50,61.24,,,,,
12/16/2013,8.67,(3.04),55.00,(18.86),44.26,62.13,,,,,
12/13/2013,8.34,(3.40),55.19,(18.89),43.39,61.09,,,,,
12/12/2013,9.50,(3.36),55.17,(18.92),42.70,61.35,,,,,
12/11/2013,11.48,(3.27),57.98,(18.49),42.87,62.23,,,,,
12/10/2013,12.88,(2.04),61.15,(17.40),44.07,64.72,,,,,
12/9/2013,13.58,(1.69),61.96,(16.89),44.46,64.74,,,,,
12/6/2013,13.67,(1.72),61.57,(16.57),44.87,65.79,,,,,
12/5/2013,12.06,(3.28),59.54,(17.98),42.83,63.75,,,,,
12/4/2013,13.34,(2.70),58.98,(17.72),42.85,65.04,,,,,
12/3/2013,15.19,(2.55),60.48,(17.82),42.48,65.82,,,,,
12/2/2013,16.18,(1.63),60.71,(17.20),44.02,65.77,,,,,
11/29/2013,15.32,(1.38),60.57,(16.65),44.28,69.01,,,,,
11/28/2013,NA,(1.13),NA,NA,NA,NA,,,,,
11/27/2013,15.48,(1.13),60.87,(16.48),44.43,69.47,,,,,
11/26/2013,15.69,(1.32),60.54,(16.31),44.43,69.10,,,,,
11/25/2013,14.57,(1.38),60.62,(16.22),43.96,69.10,,,,,
11/22/2013,14.24,(1.33),59.68,(15.97),44.72,68.60,,,,,
11/21/2013,14.08,(1.94),58.12,(16.57),44.65,66.18,,,,,
11/20/2013,12.72,(3.30),56.08,(17.57),43.93,63.77,,,,,
11/19/2013,12.76,(3.03),56.64,(17.02),44.09,64.07,,,,,
11/18/2013,12.55,(2.80),57.25,(16.69),45.43,64.24,,,,,
11/15/2013,13.13,(2.51),57.45,(15.99),46.70,65.15,,,,,
11/14/2013,13.09,(2.70),57.89,(16.34),46.67,64.37,,,,,
11/13/2013,11.77,(3.83),57.17,(17.14),44.07,62.45,,,,,
11/12/2013,9.50,(4.78),55.53,(18.02),41.85,61.00,,,,,
