TICKER,YEAR,QUARTER,AVG_FINBERT_NEGATIVE
MAP,2015,Q3,0.7849117517471313
MAP,2016,Q1,0.4804364740848542
MAP,2016,Q2,0.3201180895169576
MAP,2016,Q3,0.9283405840396881
MAP,2016,Q4,0.9653639197349548
MAP,2017,Q1,0.7649754881858826
MAP,2017,Q2,0.5698229670524597
MAP,2017,Q3,0.21272125095129013
MAP,2018,Q2,0.0
MAP,2018,Q3,0.19134163005011423
MAP,2018,Q4,0.5025901028088161
MAP,2019,Q2,0.5782055556774139
MAP,2019,Q3,0.44740141928195953
MAP,2019,Q4,0.39478230476379395
MAP,2020,Q1,0.34685561060905457
MAP,2020,Q2,0.5230154156684875
MAP,2020,Q3,0.37982170780499774
MAP,2020,Q4,0.2697501977284749
MAP,2021,Q1,0.479434609413147
MAP,2021,Q2,0.18828961998224258
MAP,2021,Q3,0.41071389118830365
MAP,2021,Q4,0.9506914019584656
MAP,2022,Q1,0.3797571510076523
MAP,2022,Q2,0.1597287158171336
MAP,2022,Q3,0.1878911892573039
MAP,2022,Q4,0.3234398186206818
MAP,2023,Q1,0.1945600708325704
MAP,2023,Q2,0.510764217376709
MAP,2023,Q3,0.19896300137043
MAP,2023,Q4,0.15049834143031726
MAP,2024,Q1,0.8667532503604889
MAP,2024,Q2,0.07825676103432973
MCY,2007,Q4,0.4793561100959778
MCY,2008,Q3,0.9625867605209351
MCY,2008,Q4,0.3157122731208801
MCY,2009,Q4,0.4832911491394043
MCY,2010,Q4,0.0
MCY,2011,Q3,0.9683175086975098
MCY,2012,Q3,0.0
MCY,2012,Q4,0.6275453567504883
MCY,2013,Q4,0.0
MCY,2014,Q2,0.0
MCY,2015,Q1,0.0
MCY,2016,Q3,0.0
MCY,2016,Q4,0.0
MCY,2017,Q3,0.573077400525411
MCY,2017,Q4,0.4845454096794128
MCY,2018,Q2,0.5935319066047668
MCY,2018,Q3,0.8922498424847921
MCY,2018,Q4,0.3332359194755554
MCY,2019,Q3,0.41054258176258634
MCY,2019,Q4,0.97029447555542
MCY,2020,Q1,0.0
MCY,2020,Q2,0.18258855740229288
MKL,2008,Q3,0.4599459492243253
MKL,2008,Q4,0.4777287244796753
MKL,2010,Q1,0.3230998516082764
MKL,2010,Q2,0.458382248878479
MKL,2010,Q3,0.7870128154754639
MKL,2010,Q4,0.19050522361482894
MKL,2011,Q1,0.0
MKL,2011,Q2,0.6996333797772726
MKL,2011,Q3,0.9055411368608475
MKL,2011,Q4,0.8750297904014588
MKL,2012,Q1,0.9319098591804504
MKL,2012,Q3,0.15041100978851318
MKL,2012,Q4,0.557570219039917
MKL,2013,Q4,0.29126886526743573
MKL,2014,Q3,0.9287928342819214
