TICKER,YEAR,QUARTER,AVG_FINBERT_NEGATIVE,AVG_VADER_NEGATIVE
AIZ,2016,4Q,0.16977623061303324,0.25316666666666665
AIZ,2017,1Q,0.5181874874979258,0.4105
AIZ,2017,2Q,0.5817334026139691,0.20336363636363639
AIZ,2017,3Q,0.6116660094005805,0.15199999999999997
AIZ,2017,4Q,0.24357249289221636,0.08385
AIZ,2018,1Q,0.2367122548972052,0.13085714285714287
AIZ,2018,2Q,2.9135479491872374e-06,0.16114285714285717
AIZ,2018,3Q,0.33558576440334154,0.1014736842105263
AIZ,2018,4Q,0.252047886468175,0.0706875
AIZ,2019,1Q,0.210668503428972,0.09445454545454544
AIZ,2019,2Q,0.4713146389762159,0.060222222222222226
AIZ,2019,3Q,0.17521371443366493,0.048666666666666664
AIZ,2019,4Q,0.13147472481111008,0.12841666666666668
AIZ,2020,1Q,0.22066289375838985,0.11299999999999999
AIZ,2020,2Q,0.03179528437843841,0.15839999999999996
AIZ,2020,3Q,0.303886244130878,0.09835714285714285
AIZ,2020,4Q,0.2869856724232321,0.07853333333333333
AIZ,2021,1Q,0.17983158275786593,0.07236363636363637
AIZ,2021,2Q,0.16101163859347067,0.06633333333333333
AIZ,2021,3Q,0.24982642516760492,0.1205
AIZ,2021,4Q,0.16088985025035635,0.09157142857142857
AIZ,2022,1Q,0.22490214210524917,0.07777777777777778
AIZ,2022,2Q,0.2753409699257304,0.06666666666666667
AIZ,2022,3Q,0.30811039550242436,0.0765
AIZ,2022,4Q,0.14273357616530752,0.0820625
AIZ,2023,1Q,0.16615297349061428,0.07126666666666666
AIZ,2023,2Q,0.044321716897412884,0.06883333333333333
AIZ,2023,3Q,0.05637925187001885,0.022999999999999996
AIZ,2023,4Q,0.0789768493142039,0.06420000000000001
AIZ,2024,1Q,0.055065391874743956,0.072125
AIZ,2024,2Q,0.11186502068662148,0.05794444444444444
AIZ,2024,3Q,0.001958873452307404,0.031000000000000003
ALIZY,2007,1Q,0.000700014992617,0.0555
ALIZY,2007,2Q,0.27829205346891084,0.0
ALIZY,2007,3Q,0.05016546207965194,0.04850000000000001
ALIZY,2008,3Q,0.09361438237538092,0.052000000000000005
ALIZY,2009,1Q,0.08877757889388709,0.022166666666666668
ALIZY,2009,3Q,0.22928316080312974,0.014428571428571414
ALIZY,2010,1Q,0.23357044482094758,0.06744444444444445
ALIZY,2010,3Q,0.16305807758908483,0.11514285714285714
ALIZY,2010,4Q,0.3301961931301996,0.0207
ALIZY,2011,1Q,0.25084818132284753,0.06539999999999999
ALIZY,2011,2Q,0.20324578098848176,0.0875
ALIZY,2011,3Q,0.24234719334470756,0.03433333333333334
ALIZY,2011,4Q,0.2522355383055773,0.026352941176470576
ALIZY,2012,1Q,0.38204456224533107,0.13
ALIZY,2012,2Q,0.5833520562840384,0.06625
ALIZY,2012,3Q,0.7380548268556594,0.1775
ALIZY,2012,4Q,0.2639579804649385,0.04853846153846153
ALIZY,2013,1Q,0.2040761375716432,0.03390909090909091
ALIZY,2013,2Q,0.4554790730481407,0.024181818181818183
ALIZY,2013,3Q,0.35502897133640615,0.07799999999999999
ALIZY,2013,4Q,0.00022762040246550517,0.009857142857142858
ALIZY,2014,1Q,0.0001192102936329,0.0525
ALIZY,2014,2Q,5.3661530663440267e-08,0.07549999999999996
ALIZY,2014,3Q,0.003504129799850349,0.056999999999999995
